experiments/fused-training-megakernel/NOTES.md,3702,2026-07-05,gemm-dw,qwen dW sk1 no-atomic route (MK_DW_NO_ATOMIC_SK1),qwen4b-l1,PROMOTED,paired medians 19017.4us->15897.3us (+3120.0us old-minus-new),five dW rows flags 169->137; no split-K/atomics; tests green
experiments/fused-training-megakernel/NOTES.md,3728,2026-07-05,scheduling,post-dW-noatomic cold-cap resweep,qwen4b-l1,NO-GO,cap64 -2661.7us; cap96 -1082.2us; cap128 -50.2us 1/12,keep default_cold_cap=0; EMBED_BWD wait not a cap target
experiments/fused-training-megakernel/NOTES.md,3734,2026-07-05,gemm-dw,qwen dW m64n256 fp32 TN route (MK_DW_N256_TN_F32),qwen4b-l1,PROMOTED,16151.7us->12973.8us (+3178.0us); vocab dW tile 3480.7->2112.3us n256,exact-gated 5 qwen dW shapes; tile counts quartered
experiments/fused-training-megakernel/NOTES.md,3754,2026-07-06,qwen,post-dWTN route interaction resweep (head-dX n256 + lm-head n256),qwen4b-l1,NO-GO,head-dX n256 kept +504.5us 16/16; lm-head n256 kept +862.0us 16/16,forced-old routes rejected; keep n256 defaults
experiments/fused-training-megakernel/NOTES.md,3762,2026-07-06,attention,D=128 WGMMA attention trio OP_ATTN_FWD/DKV/DQ_WG128 default-on,qwen4b-l1,PROMOTED,env A/B -1586.5/-1846.4us 12/12 both orders; old wins 0/12; ~9% of qwen step,split-D + P-parking + redundant-S; commits 1566e51..dac7321; worst grad rel 0.008648
experiments/fused-training-megakernel/NOTES.md,3785,2026-07-06,infra-process,executor smem-attribute caching + ws 256B carveout overrun fixes,all,PROMOTED,stale MaxDynamicSharedMemorySize caused illegal smem; ws overran 112KB by 256B,c590974 + f33f604; would bite any D=128 landing
experiments/fused-training-megakernel/NOTES.md,3806,2026-07-06,measurement,current-head D128 route default-vs-forced-old A/B,qwen4b-l1,MEASUREMENT,default 11043.2 vs old 13124.7us; old-minus-default +2081.5/+1874.8us 12/12 both orders,worst grad rel 0.008648 emb
experiments/fused-training-megakernel/NOTES.md,3817,2026-07-06,infra-process,profiler smem fallback footgun fix (profile_df/profile_waves),qwen4b-l1,PROMOTED,invalid shared write at wgmma_attention.cuh:1411 above 100KB,profilers now pass _smem_bytes to Program.run
experiments/fused-training-megakernel/NOTES.md,3826,2026-07-06,measurement,post-fix qwen4b-l1 profile,qwen4b-l1,MEASUREMENT,total 11070.1us; head-dX 2912.8us; lm-head fwd 2698.5us; on-path wait 360.7us,next lane = giant vocab/head GEMMs not D=128 attention
experiments/fused-training-megakernel/NOTES.md,3835,2026-07-06,gemm-fwd,qwen no-residual NT bf16 n256 direct route (MK_WGMMA_N256_NT_BF16),qwen4b-l1,PROMOTED,+228.9us/+174.5us old-minus-new 16/16 both orders,wgu/wqkv tiles halved; old dispatch bug caught by standalone probe
