results/AGENT-COORDINATION-ARCHIVE-20260708.md,9,unknown,measurement,certified anchors @2df9b41,all,MEASUREMENT,nano 895.4 / small 3249.9 / deep 2336.9 / s2048 1799.0 / s3072 2324.6 / s4096 2967.1 / s8192 6475.0 (~2.06x),archive header anchor block
results/AGENT-COORDINATION-ARCHIVE-20260708.md,17,unknown,architecture,shape diagnosis map complete,all,LAW,,nano/deep=chain-machinery floor; long-S=attention ALU/drain; small=mixed
results/AGENT-COORDINATION-ARCHIVE-20260708.md,52,2026-07-07,qwen,qwen4b-l1 score-profile refresh @74ba01e,qwen4b-l1,MEASUREMENT,mk 7932.96us vs 7123.74us = 1.114x; lm-head NT span 2452.8us; head-dX 1666.7us,do not reopen closed qwen routes
results/AGENT-COORDINATION-ARCHIVE-20260708.md,126,2026-07-07,gemm-dx,MK_GEMM_DX_TMA_RED splitK cp.reduce drain probe,s128/s256/nano/deep,MEASUREMENT,s128 -18.59/-5.97; s256 -13.79/-17.49; nano -6.58/-8.16; deep -22.77/-30.69us,won every A/B cell; promotion recommended
results/AGENT-COORDINATION-ARCHIVE-20260708.md,172,2026-07-07,gemm-dx,dX TMA-reduce default-policy promotion,s128/s256/nano/deep,PROMOTED,s128 -15.47/-9.30; s256 -11.39/-14.96; nano -4.30/-9.50; deep -23.04/-35.55us,default-on for measured H256/D64 short splitK cells
results/AGENT-COORDINATION-ARCHIVE-20260708.md,190,2026-07-07,tma-smem,MK_GEMM_STAGE_MERGE TMA ring stage-merge,s2048-s8192,NO-GO,s2048 +16.19/+22.75; s3072 +36.29/+26.91; s4096 +20.94/+17.86; s8192 +61.36/+73.36us,correctness-clean; uniformly negative
results/AGENT-COORDINATION-ARCHIVE-20260708.md,216,2026-07-07,measurement,s8192 certified re-anchor @74ba01e,s8192,MEASUREMENT,6379.6/3166.5 = 2.015x,within bounce band of 1e9fe15 cert (2.001x)
results/AGENT-COORDINATION-ARCHIVE-20260708.md,236,2026-07-07,gemm-dx,dX TMA-reduce shared-source port,nano,PROMOTED,nano -5.12us 11/12; -11.02us 12/12; SASS 4x F32 UBLKRED,port byte-matched certified worktree
results/AGENT-COORDINATION-ARCHIVE-20260708.md,268,2026-07-07,measurement,post-dX-port affected-shape score refresh,s128/s256/nano/deep,MEASUREMENT,s128 -20.34; s256 -20.09; nano -19.26; deep -28.41us vs 6b137f5,all improved
results/AGENT-COORDINATION-ARCHIVE-20260708.md,302,2026-07-07,qwen,qwen4b-l2 score-profile refresh @74ba01e,qwen4b-l2,MEASUREMENT,10775.36/8698.72 = 1.239x; lm-head NT 2509.9us span; dX 1699.9us,dx_tma_red=0 confirms qwen no-op
