results/AGENT-COORDINATION.md,78,20260708,attention,small attention inline-failure attribution (_sattninl forced image),small,ROUTE-AWAY,whole-image SASS unchanged: HGMMA=196 DEPBAR=196 hist{1:196} max run 1; no C7510/C7519,function-attribute inlining lanes closed; need new emitted async-group/wait contract
results/AGENT-COORDINATION.md,82,20260708,attention,small attention inline WGMMA body lane MK_INLINE_SMALL_ATTN_WGMMA_BODIES,small,NO-GO,cadence unchanged HGMMA=196 ARRIVE=392 DEPBAR=196 max run 1; stack grew df 32->128 df2 64->144 ws 64->128,closed at SASS/resource gate; inlining visible but no cadence change; no timing
results/AGENT-COORDINATION.md,90,20260708,qwen,qwen NT descriptor operand-fidelity SASS probe,qwen4b,ROUTE-AWAY,all 6 variants spill-free; pair2k with production .tnspB/K-MN/MN128 descriptors still grouped {16:4} with 4 DEPBAR vs production singleton,operand form/pressure/384-thread/smem not sufficient; next reproducer needs production body embedding
results/AGENT-COORDINATION.md,98,20260708,ce,qwen lm-head NT CE2PASS reducer,qwen4b-l1/l2,NO-GO,L1 system x40 -42.10/-43.41us but .venv-fa4 x80 only -16.26us with 2 nan-loss failures; L2 +15.58/+22.10us,do not promote; isolate qwen NaN/parity flake before revisiting reducer
results/AGENT-COORDINATION.md,100,20260708,ce,qwen NT CEFAST impossible-guard removal,qwen4b-l1/l2,NO-GO,L1 neutral/order-mixed x40 -4.08us (25/40) / +12.18us (21/40); L2 +43.39us slower,move to structural qwen body/protocol change
results/AGENT-COORDINATION.md,106,20260708,lm-head,qwen L2 head-dX PDF-only exact body MK_GEMM_N256_HEAD_DX_PDFONLY,qwen4b-l2,VALIDATED-PARKED,x40 -32.40us (27/40)/-37.30us (34/40); x80 -27.02us (54/80)/-33.92us (67/80); SASS UTMALDG.2D -15 ELECT -15 total -192,promote candidate; not to land until qwen kind6 stack is shared base
results/AGENT-COORDINATION.md,108,20260708,lm-head,qwen head-dX exact structural audit,qwen4b-l2,CLOSED-BY-ANALYSIS,current route = exact no-split n256 NN fp32 80 CTAs stage3 direct float2 stores,selected pairwise WGMMA wait batching (K64 mainloop cadence) as next hook
results/AGENT-COORDINATION.md,111,20260708,lm-head,qwen head-dX pair2 WGMMA wait (static defer),qwen4b-l2,PARKED,static/fake-route gates passed; no GPU validation run,deferred to avoid overlapping PDF-only lane on local GPU; resumed later as separate close
results/AGENT-COORDINATION.md,113,20260708,attention-fwd,s1024 attention-body next-gap triage,s1024,CLOSED-BY-ANALYSIS,FWD largest pure on-path body bucket 125.9us; S1024 rows unsplit C=1,selected MK_ATTN_FWD_MASK_SPLIT (split score loop by stage-uniform causal-mask predicate)
results/AGENT-COORDINATION.md,121,20260708,attention-fwd,s1024 FWD score-mask split MK_ATTN_FWD_MASK_SPLIT default,s1024,PROMOTED,sibling x80 -2.59us (62/80)/-8.86us (70/80); shared rollback x80 -2.86us (59/80)/-5.57us (71/80); resource identical spill-free,exact-S1024 default; rollback MK_ATTN_FWD_MASK_SPLIT=0; test_ops+test_model pass
