results/AGENT-COORDINATION.md,1303,2026-07-09,scheduling,n256-boundary-frame-only-probe-mode5,s8192,SASS-PROOF,HGMMA=40 DEPBAR=16 max-run 4 STACK=144 LOCAL=0,local replay frame not sufficient; collapse requires nested payload callee path
results/AGENT-COORDINATION.md,1309,2026-07-09,scheduling,n256-boundary-generic-dispatch-probe-mode6,s8192,REFUTED,singleton_drain HGMMA=40 DEPBAR=40 max-run 1 STACK=704,noinline dispatch_non_n256_pdf inflates stack; does not hide payload from ptxas
results/AGENT-COORDINATION.md,1312,2026-07-09,attention-fwd,expfold-s4096-x80-escalation,s4096,NO-GO,x80 default-first +3.44us (21/80); variant-first -0.89us (39/80),x40 borderline evaporated under escalation; expfold stays OFF at s4096
results/AGENT-COORDINATION.md,1313,2026-07-09,measurement,null-band-protocol-amendment,all,LAW,x40 single-order ~-8us with 34/40 wins can be pure noise,measured null-band bar + forced-old agreement added to onboarding rule 3
results/AGENT-COORDINATION.md,1314,2026-07-09,measurement,post-integration-12shape-recert-claim,12-shape,ACTIVE,,dormant claim; triggers when shared-HEAD landing burst settles
results/AGENT-COORDINATION.md,1319,2026-07-09,scheduling,n256-wrapper-body-sass-matrix-10case,s8192,SASS-PROOF,controls grouped HGMMA=40 DEPBAR=16 max-run 4; all 7 real body combos singleton DEPBAR=40 max-run 1,wrapper-body route SASS-rejected; typed rows and graph length alone clean
results/AGENT-COORDINATION.md,1340,2026-07-09,measurement,post-landing-s8192-profile-3b5701e,s8192,MEASUREMENT,step 6297us; ATTN_DQ 2220 (1846 wait); ATTN_FWD 1073; SWIGLU_BWD_2W 275.5; head-dX NN 265; lm-head NT 262,CE and QKNORM gone from top table after landings
results/AGENT-COORDINATION.md,1349,2026-07-09,measurement,ld-gate-3b5701e,small,MEASUREMENT,small 0 PASS,zero baseline holds after CE fwd warprow + qknorm bwd vec8
results/AGENT-COORDINATION.md,1370,2026-07-09,scheduling,n256-native-clone-all-safe-timing,s8192,NO-GO,fresh native_first eager +69.18us graph +67.71us wins 0/40; parity exact,SASS-clean and exact but slower; same-process order failure was harness artifact
results/AGENT-COORDINATION.md,1378,2026-07-09,scheduling,n256-bodyprobe-compile-topology-modes1-4,s8192,SASS-PROOF,16/16 rows grouped HGMMA=40 DEPBAR=16 max-run 4 REG=168 STACK=144 LOCAL=0,collapse requires reachable real nested payload; dispatcher/branch/stub topology all clean
results/AGENT-COORDINATION.md,1380,2026-07-09,scheduling,n256-fwd-sidecar-proof-job-99c4020,s8192,INVALID,PyInit export-name over import limit,harness failure not kernel evidence; drop extension suffix and retry
results/AGENT-COORDINATION.md,1390,2026-07-09,scheduling,n256-fwd-sidecar-compile-proof,s8192,SASS-PROOF,main pdf grouped HGMMA=40 DEPBAR=16 max-run 4; sidecar REG=121 STACK=104 LOCAL=0 SHARED=1024,external sidecar keeps parent PDF cadence while carrying reachable FWD payload
results/AGENT-COORDINATION.md,1416,2026-07-09,scheduling,n256-native-clone-current-head-port-sass,s8192,SASS-PROOF,all cases LOCAL=0 STACK=208 verdict delegated_no_main_hgmma,port/build/resource proof only; current head delegates main HGMMA out of megakernel_pdf
